bedrooms;bathrooms;sqft_living;sqft_lot;floors;yr_built;price
3;2.5;1910;2091;2;2014;494815
3;2.75;3230;5250;2;2014;591975
5;2.75;3380;8179;2;2011;600000
3;2.75;2830;3496;2;2012;673000
5;3.5;3700;7055;2;2014;889950
3;2;1640;4802;1;2010;342000
3;1.5;1450;4694;2;2011;274000
5;2.75;2670;4780;2;2013;480000
3;2.75;2130;1400;2;2010;539000
5;2.75;3078;6371;2;2014;459950
3;2.5;1800;2731;2;2014;408474
3;1.5;1270;2356;2;2012;160797
4;3.5;3065;5440;3;2014;729000
4;2.75;2260;5705;2;2014;359950
5;3.25;4150;7100;2;2013;929000
2;2.5;1500;1174;2;2014;529950
3;2.25;1620;998;2.5;2012;461000
3;2.25;1240;1250;3;2014;529950
3;1.75;1630;1526;3;2014;609000
3;2.25;1584;2800;2;2012;267000
4;2.5;2840;4500;2;2012;557000
3;2.5;1730;1301;3;2011;625000
3;2.75;1840;2060;2;2013;599000
4;2.5;2110;3825;2;2012;324500
3;2.5;2430;5866;2;2009;471500
4;3.5;3500;43560;2;2014;998000
4;3.5;3350;6350;2;2009;844000
4;2.5;2440;4850;2;2013;745641
3;2.5;2060;4200;2;2014;339989
2;2.5;1570;2399;2;2009;352500
5;3.5;2815;4900;2;2011;491000
4;2.5;2620;6114;2;2011;675000
2;1.75;1270;1685;2;2012;335000
3;2.5;1580;3075;2;2013;379000
3;1.75;1420;1361;2;2014;294000
4;2.5;2650;4644;2;2013;731500
5;2.75;3030;7679;2;2014;837219
3;2.75;2670;3738;1;2013;798800
3;2.5;2700;6947;2;2013;950000
3;2.5;2540;5237;2;2011;489950
3;2.5;2730;7136;2;2012;510000
4;2.5;3172;5033;2;2014;432500
4;3.5;2780;3100;2;2014;870000
4;3.5;3860;6543;2;2014;900000
2;1.75;1180;900;2;2014;664950
5;3;3223;6371;2;2014;479349
4;3.25;2600;2074;2;2011;661000
3;2.25;1620;998;2.5;2010;415000
3;2.5;1280;1889;3;2009;540000
4;2.5;2890;6322;2;2011;416000
3;2.5;1580;2765;2;2011;349900
3;2.25;1530;1245;2;2014;465000
4;2.25;1850;2340;2.5;2014;496800
4;2.5;2440;6581;2;2014;680000
4;3.25;2190;4265;2;2015;920000
4;2.5;3340;6924;2;2009;576000
4;2.5;2480;4334;2;2012;399000
4;2.75;2760;5670;2;2014;847093
3;2.5;1510;1493;3;2014;599950
4;2.75;2475;4000;2;2014;319900
3;2.5;1608;4818;2;2012;280000
2;2.25;1300;2104;2;2011;394950
4;3.5;2530;3000;2;2014;382000
3;2.25;1640;1204;3;2014;772000
4;2.5;2229;5723;2;2012;324950
3;2.5;1790;3078;2;2010;530000
3;2.25;990;736;2.5;2009;384000
5;2.75;3240;6863;2;2013;719950
5;3.75;3760;4702;2;2014;799950
2;2.5;1320;1157;2;2014;499000
4;2.75;2700;7992;2;2012;572000
3;2.25;1410;905;3;2014;529500
2;2.5;1950;2457;3;2009;565000
4;2.75;3340;5677;2;2011;799000
3;2.5;1930;6604;2;2014;550000
4;4.5;3720;7746;2;2014;960000
3;2.25;1489;2800;2;2012;265000
3;2.5;2075;39553;1;2012;430000
3;2.5;1413;3600;2;2011;286800
3;3.25;1480;983;2;2013;312500
4;2.75;3320;5559;2;2012;850000
3;2.5;1180;932;3;2010;455000
2;2;1190;1303;2;2009;455000
3;3.5;1710;2212;2;2013;362500
4;3.5;3510;6005;2;2010;540000
3;1.75;1140;1165;2;2014;230000
4;2.5;2560;5102;2;2013;379500
2;1.75;1290;1624;2;2014;258800
2;2.5;1630;1368;2;2009;295000
4;2.75;3530;6844;2;2014;908990
4;2.5;2714;12558;2;2014;485230
3;3;2230;1407;2.5;2013;635000
3;2.5;1380;1590;2;2012;350000
3;3.5;1320;1161;3;2010;345000
2;2;1490;713;3;2014;700000
2;2.5;1280;1051;2;2009;579000
4;2.75;2170;5024;2;2012;467000
4;2.25;1763;3717;2;2012;305000
4;2.5;1840;4593;2;2010;429000
3;2;1820;1358;3;2014;479950
3;3.5;2670;3000;2;2014;825000
3;2.25;1400;3814;2;2012;250000
3;2.5;1400;3368;2;2013;265000
2;2.5;1680;1240;2;2014;653500
4;2.5;2550;4500;2;2009;415000
3;2.5;1550;3402;2;2009;273500
4;2.5;4150;8436;2;2014;969990
4;2.5;2130;4000;2;2014;392000
4;2.5;2502;8306;2;2013;453000
4;2.5;2350;3800;2;2014;469995
4;2.5;3310;6500;2;2012;555000
4;2.5;2230;4952;2;2011;297000
4;2.75;3110;6050;2;2014;799990
3;2.5;1960;3060;2;2010;732000
3;2.5;2424;5931;2;2014;375000
3;2.5;1880;6008;2;2009;284000
2;2;1210;740;2;2014;610000
4;3.25;3720;6765;2;2012;955000
4;2.75;3610;8580;2;2014;982000
5;2.5;2590;7084;2;2014;779380
3;3;2290;1407;2.5;2014;635000
5;2.5;2170;2752;2;2014;359800
3;3;1296;1051;3;2009;399950
3;3.25;1530;1602;2;2013;320000
3;2.5;1489;3266;2;2014;255900
4;2.5;2130;4467;2;2014;380000
3;2.75;1430;1521;2;2009;580000
4;3.25;3450;6184;2;2014;852880
4;2.5;1914;3150;2;2009;305000
3;2.25;1584;2800;2;2012;261000
4;3.25;3520;5250;2;2012;795000
3;1.75;1410;1197;3;2012;500000
4;3.5;3220;5741;2;2013;640000
4;3.25;3266;5969;2;2014;418000
4;3.5;3828;18900;2.5;2014;552900
3;2.25;1670;1596;3;2014;539950
4;2.5;3056;11385;2;2014;524225
5;3;3490;6091;2;2009;715000
3;3;1370;1001;3;2009;327000
6;4;3180;6551;2;2014;859950
3;2.5;1800;2792;2;2011;379900
3;2.5;2370;5321;2;2014;398096
4;3.5;3640;6049;2;2014;939000
4;2.5;2267;3577;2;2014;306000
2;1;1131;1304;3;2011;394950
3;3.5;2940;6431;2;2014;914154
3;2.5;2180;4533;2;2010;496000
3;2.25;1400;1078;2;2009;430100
4;2.5;2680;5539;2;2013;449990
4;2.5;2680;5539;2;2013;502000
4;3.5;2796;3520;2.5;2013;349950
4;3.5;3930;5680;2;2013;828950
3;2.5;1608;4000;2;2014;274950
4;2.5;1710;3500;2;2014;282900
5;3.75;3050;8972;2;2014;909950
4;3.5;3560;4951;2;2014;922755
3;2.5;3490;12410;2;2009;630000
3;2;1670;4441;1;2014;256703
3;2.5;1720;3600;2;2010;386380
2;2;1510;3961;1;2010;485000
3;2.25;1450;4040;2;2010;275000
4;2.5;1812;5026;2;2011;370000
3;2.5;1600;3073;3;2009;502000
4;2.25;2070;1230;3;2013;575000
4;2.75;2630;4501;2;2015;619990
4;2.5;2233;6025;2;2012;317500
4;2.75;2990;4521;2;2014;564950
2;1.25;1240;2150;2;2014;545000
4;3;2290;5105;2;2012;530000
2;1.75;1120;758;2;2012;305000
5;3.5;2420;4670;2;2013;380000
4;2.5;1714;3250;2;2010;305000
4;2.5;2230;5650;2;2011;440000
4;3;2530;10000;2;2013;459000
4;2.75;3110;11225;2;2012;600000
3;1.75;1630;1404;2;2014;540000
3;2.5;1320;955;3;2009;285000
3;2.5;1590;1431;2;2010;480000
3;3.5;3390;10078;2;2012;750000
3;3.5;1900;2133;2;2009;420000
4;3.25;3420;6752;2;2012;635000
4;2.5;2110;5306;2;2012;380000
2;2.25;1240;705;2;2009;352499
4;2.5;2310;5100;2;2013;685000
3;2.5;1578;7340;2;2010;259950
3;2;1720;15000;1;2011;441000
3;2.25;1460;1353;2;2012;497000
3;2.5;1930;4000;2;2014;345500
2;2.25;860;696;2;2009;345000
3;2.5;2424;6143;2;2014;391500
2;2.25;1280;835;2;2009;370000
3;2.5;1852;4000;2;2014;298900
4;3.5;3190;31450;2;2010;790000
3;2;2360;6145;1;2011;348000
5;2.5;2460;5604;2;2011;358000
5;3.5;4750;8234;2;2013;770000
4;3.25;2760;4104;2;2014;641000
5;2.5;2990;9240;2;2015;357000
3;2;2260;7163;1;2012;479950
4;3.5;3400;5196;2;2012;660000
3;2;1239;6036;1;2009;253101
3;3.5;2100;2479;2;2011;555000
4;3.25;2690;3995;2;2014;760000
4;2.5;2750;7200;2;2011;430000
3;2.5;2450;4332;2;2010;660000
4;2.5;2620;4050;2;2014;399963
4;2.75;2790;5527;2;2014;483453
3;2;1820;1357;3;2014;469950
4;2.75;2910;7467;2;2013;504058
4;2.5;2568;5000;2;2014;425996
4;2.75;3090;5859;2;2010;760005
2;2;1460;1085;2;2014;699999
3;2.5;2010;2263;2;2014;749950
3;2.5;1528;7616;2;2011;272000
3;2.25;1760;2122;3;2015;643950
4;2.5;2628;11466;2;2014;499160
4;2.5;2520;4831;2;2009;536000
5;3.5;2880;5000;2;2012;419900
3;2.25;1440;1362;3;2014;469000
3;2.5;2185;6042;2;2009;374000
4;1.5;1500;2106;2;2014;182568
3;2.5;1769;7324;2;2012;334888
4;4;3650;18223;2;2013;799900
4;2.5;2160;6223;2;2010;383000
3;2.5;2370;4200;2;2014;351999
3;2.5;1780;4077;2;2011;312000
4;3.5;2650;3127;2;2011;674950
3;2.5;1390;2450;2;2009;208800
5;2.75;2940;5225;2;2010;837000
5;3.5;3190;4247;2;2013;780000
3;2.5;2420;4725;2;2014;369946
3;2.75;3400;7200;2;2009;530000
4;2.5;2478;6079;2;2012;386000
4;3.5;3200;7605;2;2013;735000
3;2.25;1590;926;3;2014;489950
4;2.5;2303;3680;2;2013;329995
3;2.5;1790;3754;2;2013;414000
4;2.5;2669;5385;2;2014;402395
2;1.75;1290;1493;2;2014;239800
5;3.5;3560;5008;2;2013;616950
3;2.25;1230;1238;2;2009;435000
4;2.5;1912;5000;2;2012;353000
3;2.5;2828;4050;2;2013;367000
4;2.5;2425;9017;2;2013;447500
4;3.25;3730;4560;2;2015;595000
1;1;730;1942;1;2009;325000
4;2.5;2560;7492;2;2014;399500
2;1.5;1440;725;2;2011;427000
3;2.5;2620;43832;2;2013;750000
3;2.5;1690;1200;2;2014;336900
2;2.75;1950;1610;3;2009;555000
4;3.5;3310;4684;2;2014;999950
5;3;2620;5477;2;2009;975000
3;2.25;1350;3582;2;2010;299000
3;2.5;1890;6500;2;2012;409000
3;3;1950;1833;3;2009;798500
6;2.25;3206;5793;2;2012;375000
4;3.5;4130;77832;2;2011;775000
5;3;2800;5700;2;2014;639983
4;3;1984;4419;2;2010;300000
4;2.5;2750;11830;2;2014;627000
3;2.75;1740;5757;1;2010;275000
4;2.25;1800;2752;2;2014;352800
4;2.25;2030;2222;2;2015;765000
4;2.5;2820;6983;2;2013;457000
5;2.5;2540;5100;2;2014;355000
4;2.5;1900;2766;2;2014;425000
3;2.25;1450;4050;2;2010;274500
3;2.25;1490;974;2;2009;312000
3;2.5;2150;4332;2;2013;410000
4;3.25;1690;1321;2;2014;519990
4;2.75;2790;8853;2;2013;533112
3;2;1936;6612;2;2014;274900
2;2.25;1150;711;2;2013;325000
4;2.5;2040;22653;2;2011;350000
4;2.5;1890;4158;2;2014;311850
4;2.5;2250;5306;2;2012;375000
3;2.5;2056;3564;2;2014;303000
2;2.5;1160;1458;2;2012;525000
3;2.5;2456;7566;2;2012;329950
2;2.5;1320;1157;2;2014;499950
3;2;1650;5027;1.5;2009;400000
3;3;1670;4440;1;2014;246950
4;2.5;2660;4082;2;2010;287000
3;2.25;1620;1062;3;2014;490000
3;1.75;1300;958;2;2011;330000
4;2.5;1610;4052;2;2013;286950
3;3;1730;1755;3;2014;577450
5;2.75;2400;4900;2;2011;405000
3;2.5;1420;1237;3;2014;510000
3;2.5;1580;2407;2;2013;375000
4;2.5;1934;5677;2;2013;280000
3;1.5;1220;962;3;2014;500000
3;2.75;2450;5750;2;2013;605000
3;2;1280;960;2;2014;549900
3;2.5;3192;5653;2;2014;427000
2;2.5;1590;1426;2;2014;419190
3;2.5;2870;7288;2;2012;650000
4;2.75;1830;3420;2;2012;269800
4;2.5;2927;6000;2;2011;407000
3;2.5;1720;3581;2;2011;389700
3;1.5;1040;1264;2;2015;230000
4;2.75;2790;6685;2;2014;533380
3;2.5;1410;1332;2;2014;295500
3;2.5;1660;3990;2;2009;324500
3;2.5;2529;9653;2;2012;370950
4;2.75;3540;5500;2;2014;888990
3;2.5;1580;1321;2;2014;705000
3;2.5;1700;2250;2;2014;268000
3;2.5;1600;3573;2;2013;305450
2;1.75;1410;1005;1.5;2011;399900
3;1.5;1580;1228;3;2014;495000
3;3.5;3940;11632;2;2014;857326
5;2.75;4450;9600;2;2014;845950
4;2.5;2009;5000;2;2014;303210
6;5;2732;7655;2;2009;343000
5;3.5;2815;5619;2;2012;477500
5;3.25;3030;7410;2;2014;580000
3;2.5;2490;4540;2.5;2012;414000
3;2.5;3030;4500;2;2009;525000
3;2.25;1620;997;2.5;2012;450000
4;2.5;2580;3943;2;2013;899000
4;3;2050;4000;2;2014;353500
3;2.5;2430;5867;2;2011;485000
4;3.25;3060;3898;2;2014;782900
3;2.5;1800;3168;2;2014;409316
3;2.5;2370;4200;2;2014;388598
4;2.5;3560;5265;3;2014;882566
3;2.75;2130;1400;2;2010;525000
3;3;2840;7201;2;2014;589410
4;2.5;3420;6845;2;2009;757500
3;2.5;1660;4083;2;2013;284000
2;2.25;1150;711;2;2013;338500
3;2.5;1860;5025;2;2010;294900
3;2.5;1509;1114;3;2014;420000
3;2.5;2350;3798;2;2013;740000
5;3.5;4495;10079;2;2013;870000
3;2.5;1580;991;3;2009;727000
4;3;2750;7965;2;2012;395000
4;2.5;3340;8384;2;2014;810000
3;2.5;1850;3400;2;2010;359782
2;2.5;1950;2162;2;2012;500000
5;4;3040;6000;2;2011;605000
4;2.5;2110;3825;2;2013;327000
2;1;780;1133;2;2009;370000
4;2.5;2420;8404;2;2013;365000
4;2.5;1987;6000;2;2011;255000
4;2.5;2810;4500;2;2014;518380
4;2.5;2500;4945;2;2013;575000
4;3.5;3906;9674;2;2014;549950
3;2.5;2700;5764;2;2014;775900
4;2.5;3361;5038;2;2014;471275
4;2.25;1610;3560;2;2010;288000
4;3.5;3830;7150;2;2014;989990
5;3;3190;7081;1;2013;664950
4;3.25;3250;5478;2;2014;699188
3;2.25;1490;4539;2;2009;390000
5;2.75;3360;12080;2;2014;769995
4;2.5;2578;4554;2;2014;400950
4;2.5;2640;4725;2;2014;389517
3;1.75;1260;1133;2;2011;255000
5;3.25;3340;4900;2;2014;637850
4;2.5;2840;6284;2;2013;636230
3;2.5;1530;1131;3;2009;375000
4;2.5;2090;3777;2;2012;374950
3;2.5;1960;1477;2;2012;300000
5;3.5;2738;6031;2;2014;395950
4;2.5;3691;11088;2;2013;800000
3;2.5;2340;5171;2;2013;439990
4;3.5;2510;3763;2;2013;680000
3;2.5;1650;4777;2;2013;424950
2;2.25;1061;2884;2;2013;223990
4;2.5;3402;14355;2;2014;498000
4;2.5;2542;6120;2;2014;359950
3;2.5;1660;4898;2;2011;295000
3;2.5;1770;5000;2;2009;255500
4;2.5;1889;6000;2;2012;277950
4;2.75;3420;6787;2;2010;780000
3;2.5;1740;3043;2;2012;447000
4;2.5;2450;4247;2;2013;712198
3;1.5;1190;785;2;2014;277140
5;3.5;3440;6037;2;2014;598992
3;2.5;2160;1250;3;2010;585000
4;2.5;2250;3916;2;2014;333490
3;3.25;1540;1487;2;2011;520000
2;2.25;1240;705;2;2009;315000
5;3.5;2760;3865;2.5;2013;424950
3;2.25;1580;1487;3;2013;542300
3;3.25;1480;1192;2;2013;320000
4;2.5;1950;5000;2;2012;425000
3;3;1530;1568;3;2012;474950
3;2.5;1820;4200;2;2014;307635
3;2.5;2760;6187;2;2014;834538
5;2.75;3010;5398;2;2014;769995
4;2.5;2490;6537;2;2013;595500
3;2;1451;7159;1;2010;300000
5;3.25;2910;5027;2;2013;515000
3;2.5;1280;1845;3;2009;545000
3;1.75;1410;2052;2;2014;279800
4;2.5;3250;13360;2;2014;486940
4;2.75;3030;6625;2;2011;525000
4;2.5;1983;6002;2;2012;345000
3;2.5;2313;5700;2;2011;370000
3;2.5;2000;3837;2;2011;515000
2;1.75;1150;698;2;2013;346100
3;2.25;1481;2820;2;2012;250000
5;3.25;3480;6507;2;2014;864327
4;3.25;3430;9870;2;2014;749995
5;4;4100;8120;2;2011;950000
3;2.25;1620;1057;3;2009;450000
4;2.5;2910;4356;3;2010;915000
4;2.5;2701;5821;2;2013;270000
2;2.5;1380;889;2;2012;294000
3;2.5;2050;4185;2;2011;700000
3;2.5;1610;3600;2;2010;415000
3;2.5;2680;5539;2;2013;459990
4;3.5;3560;6562;2;2014;882990
3;2;1824;7120;1;2010;375900
3;2.5;2220;2873;2;2012;654000
3;2.5;1322;6006;2;2009;215000
4;3.5;3460;7702;2;2010;855000
4;2.5;2650;6884;2;2012;734990
4;2.5;2580;3436;2;2013;880000
4;3;2650;4924;2;2011;525000
3;1.75;1470;873;3;2009;687015
3;2.5;1650;2787;2;2014;433190
3;2.5;1608;4800;2;2013;279950
2;2.5;1620;3795;2;2014;272167
3;2.5;1950;3600;2;2010;298000
3;3;2230;1407;2.5;2014;646800
4;2.5;1880;3853;2;2010;530200
2;2.5;1320;1395;2;2014;529000
3;2.5;2920;9096;2;2013;675900
3;3.25;1550;1280;2;2013;570000
4;2.5;2301;6452;2;2010;375500
3;2.75;2240;3360;2;2014;450000
3;1.75;1370;1990;3;2014;720000
4;3.25;2510;5311;2;2009;450800
2;2.25;1210;1267;2;2010;461100
4;2.5;3274;4950;2;2014;478830
4;2.25;3300;8365;3;2014;760000
3;1.5;1680;8000;1.5;2012;425000
3;3;1950;1983;3;2009;785000
5;3.25;3090;7069;2;2012;615000
3;2.5;1950;3825;2;2013;309000
3;2;1108;1128;3;2009;369500
3;1.75;1590;1322;2;2014;465000
4;2.75;3010;7215;2;2014;879950
3;2;1330;1042;2;2014;372000
3;2.5;1550;3569;2;2011;259000
3;3;2230;1407;2.5;2014;635000
4;3.25;2864;8035;3;2014;380000
4;2.5;2716;7850;2;2014;452000
3;2.5;1750;4076;2;2013;312000
5;3;3223;6371;2;2014;469950
5;2.5;2600;4284;2;2014;775000
4;2.75;3320;8653;2;2014;679990
3;2.5;1572;4000;2;2013;299000
4;2.5;2300;4482;2;2013;332000
3;1.75;1458;858;2;2014;620000
4;3;3640;5096;2;2010;630000
4;2.75;2790;7803;2;2013;485000
4;2.5;2632;4117;2;2013;349950
4;2.75;2910;6334;2;2013;499990
3;2.5;2310;4729;2;2011;494000
3;2.5;2370;5353;2;2009;429900
4;2;1870;6551;1;2009;272000
3;2.5;1770;1714;3;2012;671500
4;2.5;3281;5354;2;2014;471835
3;2;1670;4438;1;2014;249950
5;3.5;2760;3846;2.5;2013;424950
4;2.5;2990;7928;2;2011;440000
2;3;1650;960;3;2015;559000
4;2.75;2656;21195;2;2014;495000
3;2.5;2230;4850;2;2014;722000
4;2.5;2798;5085;2;2011;440000
4;2.5;2350;3760;2;2014;459995
3;2.25;1580;920;3;2015;389950
3;3.25;1450;1387;2;2013;320000
4;2.5;1750;4779;2;2009;415500
4;2.5;1867;15314;2;2013;378950
4;2.75;2475;4000;2;2014;335900
2;1.75;1110;1773;2;2014;229800
3;3.25;1560;1345;2;2009;448000
4;2.5;2510;5436;2;2011;706000
4;4.75;4150;6303;3;2014;988990
3;3;1660;1849;3;2013;716000
2;1.5;1090;847;3;2009;319000
4;2.5;1914;3272;2;2009;300000
5;2.5;2340;5670;2;2009;392000
4;3.5;2660;5690;2;2014;549995
3;2.5;2410;4656;2;2009;480000
3;2.25;1430;4777;2;2010;355000
5;2.75;3010;4919;2;2014;831548
4;2.5;1613;4338;2;2009;279500
4;2.5;2550;5200;2;2009;435000
5;3.5;3240;6919;2;2014;612995
4;2.5;2710;9248;2;2011;540000
3;2.25;1860;1386;3;2014;799950
3;2.5;1810;1585;3;2014;579950
2;2.5;1640;1953;2;2014;669000
4;2.5;2510;4349;2;2010;490000
2;2.5;1680;977;3;2009;935000
5;3.5;3420;6403;2;2013;641000
4;2.75;3010;6854;2;2012;625000
5;3.5;3630;4911;2;2014;834950
4;3.25;2840;4000;2;2014;535000
4;2.5;3130;10849;2;2013;999000
3;2.5;1440;1102;3;2009;375000
4;2.5;2623;7184;2;2012;333000
2;1;894;1552;2;2011;403000
4;2.5;3370;4934;2;2014;559630
3;2.5;2000;4500;2;2010;417000
5;2.75;3180;9255;2;2014;895950
4;2.75;3050;4750;2;2014;563950
4;3.5;2950;3737;2;2012;825750
3;2.5;1690;1760;2;2014;338000
4;2.75;2790;6969;2;2012;535365
3;2.25;1720;5234;2;2011;608000
3;2.25;2890;5000;3;2014;930000
4;2.5;3390;7870;2;2014;495000
4;2.5;3570;6054;2;2014;928990
4;3;2590;6160;2;2014;519995
5;2.75;3210;8001;2;2014;924000
3;2;1230;3405;1;2010;295000
4;2.25;2510;4090;2;2012;410000
3;2.25;1450;4667;2;2009;382000
4;2.5;2720;5771;2;2015;455950
3;2.25;1606;1452;3;2009;417250
5;3.5;4460;2975;3;2015;490000
4;3.25;2800;5291;2;2011;325000
5;3.5;3250;4800;2;2010;705000
2;1.5;1240;1101;2;2009;403000
3;2.5;1800;1120;2;2011;391000
4;2.5;2650;5600;2;2014;542525
4;2.75;2620;7001;2;2012;499990
3;3.5;1660;2298;2;2009;608000
4;2.5;2130;4028;2;2014;392000
3;1.75;1410;1988;2;2014;274800
4;2.5;2190;4866;2;2009;418500
3;2.5;2244;4079;2;2012;269950
3;2.5;2026;7611;2;2010;358000
3;2.5;1730;4086;2;2013;350000
3;2.5;1580;1487;3;2009;779000
4;3.5;3060;4573;2;2012;775000
3;2.5;1980;4500;2;2012;317750
2;1;980;1179;2;2010;438000
4;3.25;3080;4287;2;2012;830000
4;2.5;2200;6400;2;2010;460000
3;2.5;2238;7209;2;2011;330000
4;2.5;2590;6474;2;2014;569888
3;2.5;2517;3900;2;2014;353900
5;3;2230;8642;1;2014;334950
4;2.75;3140;7928;2;2013;869950
3;3.5;3350;5025;2;2014;557500
4;2.5;2245;4330;2;2014;389990
4;2.75;2810;5497;2;2011;750000
2;2.25;1630;1686;2;2014;729999
3;2.5;1740;4497;2;2012;299950
3;2.5;1070;1089;2;2009;386950
5;3.25;4100;7578;2;2011;890000
4;2.5;2708;4772;2;2014;436952
3;2.5;1800;2700;2;2011;365000
3;2.5;2230;4006;2;2014;700000
4;3.5;2490;5500;2;2015;899000
5;2.75;2670;3800;2;2014;494995
3;2.5;1970;6295;2;2011;530000
3;2.5;2010;3300;2;2014;639000
4;2.5;3950;10856;3;2013;914500
3;2;1870;5300;1;2009;580000
4;2.75;2810;5046;2;2014;531155
3;2.5;1950;5689;2;2009;425000
4;2.5;2210;4861;2;2013;650000
3;1.75;1600;4888;1;2014;239950
3;2.5;1480;1590;2;2010;315000
3;3;2330;1944;2.5;2014;669950
4;2.5;2330;4907;2;2013;337500
5;2.5;2170;2752;2;2014;359800
3;2.5;1520;3003;2;2009;330000
3;2.75;3230;5200;2;2014;599832
5;3;2300;8214;2;2013;312891
3;2.5;1750;1548;3;2013;495000
5;2.75;3030;10335;2;2013;819995
4;2.75;3220;9825;2;2012;579000
5;2.75;3170;8093;2;2014;890776
3;1.75;2340;7724;1;2010;529000
3;2.25;1620;1425;3;2009;484000
3;2.5;2420;6847;2;2009;649950
3;4.5;3850;62726;2;2013;915000
3;1.75;1630;1500;3;2014;610000
5;3.5;4200;5400;2;2012;850000
3;2.5;1510;1618;2.5;2011;453000
4;3.5;2340;2810;2;2011;735000
2;2.5;1830;1988;2;2011;600000
4;2.5;2790;5602;2;2009;505000
4;2.5;3570;6218;2;2014;942990
3;2.25;1230;1097;3;2009;440000
6;3;2390;4000;2;2014;462500
4;2.75;2460;8643;2;2011;579950
3;2.25;1610;3764;2;2012;290000
3;1.75;1650;1180;3;2014;599000
4;2.5;2380;5737;2;2010;332000
2;2.25;1170;1011;2;2009;336750
4;2.5;2531;6843;2;2013;370000
3;2.25;1333;1470;3;2009;338500
4;3.25;2630;7770;2;2014;715000
3;2.5;3030;9053;2;2009;509900
2;2;1490;1627;2;2009;327000
3;2;1260;1125;2;2011;249000
1;1.25;1100;638;3;2014;516500
3;2.5;2198;6222;2;2010;388000
3;2.25;1230;1380;3;2013;549000
3;2.5;1410;1250;2;2010;530000
3;2.5;2110;1339;2;2014;747450
2;2.5;1590;2656;2;2009;305000
5;2.75;3080;5752;2;2014;579950
4;2.75;2260;4440;2;2014;341780
3;3.25;1540;1428;3;2013;690000
4;3.5;2850;5577;2;2014;608500
3;1.75;1140;1201;2;2014;230000
4;3.5;3070;4684;2;2009;785000
3;3;1680;1570;3;2014;610950
3;2.5;3087;5002;2;2014;399950
4;3.25;1900;2631;2;2014;579000
2;1.5;940;1768;2;2009;362500
3;3;2780;6000;2;2013;594866
3;3;2780;6000;2;2013;625000
3;2.5;1870;5000;2;2009;270000
2;2.5;1430;1201;3;2009;505000
3;2.5;2540;4760;2;2010;347500
4;2.75;2770;3852;2;2014;572000
5;2.75;3600;9437;2;2014;679950
4;2.5;3118;7866;2;2014;541800
3;1.75;1500;11968;1;2014;224000
3;2;1490;1126;3;2014;429000
4;2.5;2520;6023;2;2014;610685
3;2.5;1530;1131;3;2009;360000
4;2.5;2310;5813;2;2014;400000
2;0.75;1020;1350;2;2009;402101
